#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
1644,الشرقية,36014,17,الكفرة,الرابعة,17,تازربوا,النصر,تازربو,تازربو,1عام,,
1645,الشرقية,36015,17,الكفرة,الرابعة,17,تازربوا,الأحرار,تازربو,تازربو,1عام,,
1631,الشرقية,36001,17,الكفرة,الرابعة,18,الكفرة,أسامة بن زيد,الجوف,الكفرة,1عام,,
1632,الشرقية,36002,17,الكفرة,الرابعة,18,الكفرة,5مايو,الجوف,الكفرة,1عام,,
1633,الشرقية,36003,17,الكفرة,الرابعة,18,الكفرة,علي بن أبي طالب,الجوف,الكفرة,1عام,,
1634,الشرقية,36004,17,الكفرة,الرابعة,18,الكفرة,المنارة,الجوف,الكفرة,1عام,,
1635,الشرقية,36005,17,الكفرة,الرابعة,18,الكفرة,شهداء 17 فبراير,الجوف,الكفرة,1عام,,
1636,الشرقية,36006,17,الكفرة,الرابعة,18,الكفرة,شهداء الأجهر,الجوف,الكفرة,1عام,,
1637,الشرقية,36007,17,الكفرة,الرابعة,18,الكفرة,طارق بن زياد,الجوف,الكفرة,1عام,,
1638,الشرقية,36008,17,الكفرة,الرابعة,18,الكفرة,اليرموك,الطلاب,الكفرة,1عام,,
1639,الشرقية,36009,17,الكفرة,الرابعة,18,الكفرة,حسان بن ثابت,الهوارى,الكفرة,1عام,,
1640,الشرقية,36010,17,الكفرة,الرابعة,18,الكفرة,زيد بن حارثة,الهويويرى,الكفرة,1عام,,
1641,الشرقية,36011,17,الكفرة,الرابعة,18,الكفرة,المنارة ب,قدرفي,الكفرة,1عام,,
1642,الشرقية,36012,17,الكفرة,الرابعة,18,الكفرة,حطين,ربيانة,الكفرة,1عام,,
1643,الشرقية,36013,17,الكفرة,الرابعة,18,الكفرة,عمر بن الخطاب,بزيمة,الكفرة,1عام,,
50,الغربية,11051,1,سرت,الخامسة,19,السدرة,القلعة الصناعية,رأس الانوف,رأس الانوف,1عام,,
51,الغربية,11052,1,سرت,الخامسة,19,السدرة,شهداء الهاني,الوادي الاحمر,الوادي الاحمر,1عام,,
53,الغربية,11054,1,سرت,الخامسة,19,السدرة,جابر بن حيان,بن جواد,بن جواد,1عام,,
54,الغربية,11055,1,سرت,الخامسة,19,السدرة,ابن سينا,بن جواد,بن جواد,1عام,,
85,الغربية,11086,1,سرت,الخامسة,19,السدرة,صالح الأطيوش للتعليم الأساسي,النوفلية,النوفلية,1عام,,
87,الغربية,11088,1,سرت,الخامسة,19,السدرة,الرازي,ام القنديل,الوسط,1عام,,
95,الغربية,11096,1,سرت,الخامسة,19,السدرة,القدس,بن جواد,بن جواد,1عام,,
29,الغربية,11030,1,سرت,الخامسة,20,سرت,وادي بي,وادي بي,وادي بي,1عام,,
30,الغربية,11031,1,سرت,الخامسة,20,سرت,أبو قرين,أبو قرين,أبو قرين,1عام,,
31,الغربية,11032,1,سرت,الخامسة,20,سرت,الكرامة,أبو قرين,أبو قرين,1عام,,
32,الغربية,11033,1,سرت,الخامسة,20,سرت,الشهيد السنوسي الكاسح,الوشكة,الوشكة,1عام,,
33,الغربية,11034,1,سرت,الخامسة,20,سرت,أسامة بن زيد,أبونجيم,أبونجيم,1عام,,
34,الغربية,11035,1,سرت,الخامسة,20,سرت,مدرسة قرزة,قرزه,قرزه,1عام,,
35,الغربية,11036,1,سرت,الخامسة,20,سرت,السلام,زمزم,زمزم,1عام,,
36,الغربية,11037,1,سرت,الخامسة,20,سرت,القداحية المركزية,القداحية,زمزم,1عام,,
37,الغربية,11038,1,سرت,الخامسة,20,سرت,ليبيا الغد,القداحية,زمزم,1عام,,
52,الغربية,11053,1,سرت,الخامسة,20,سرت,أبوسعدة للتعليم الأساسي,ابوسعدة,ابوسعدة,1عام,,
55,الغربية,11056,1,سرت,الخامسة,20,سرت,عبدالجليل سيف النصر,هراوة,هراوة,1عام,,
56,الغربية,11057,1,سرت,الخامسة,20,سرت,ابوبكر الصديق,هراوة,هراوة,1عام,,
57,الغربية,11058,1,سرت,الخامسة,20,سرت,عمرو بن العاص,ابو زاهية,ابو زاهية,1عام,,
58,الغربية,11059,1,سرت,الخامسة,20,سرت,الفارابي,ابو زاهية,سرت,1عام,,
59,الغربية,11060,1,سرت,الخامسة,20,سرت,سالم الشرفى,القرضابية,سرت,1عام,,
60,الغربية,11061,1,سرت,الخامسة,20,سرت,ابوعبيده بن الجراح,سلطان,سرت,1عام,,
61,الغربية,11062,1,سرت,الخامسة,20,سرت,المنارة للغات,سرت المركز,سرت,1عام,,
62,الغربية,11063,1,سرت,الخامسة,20,سرت,خولة بنت الأزور,سرت المركز,سرت,1عام,,
63,الغربية,11064,1,سرت,الخامسة,20,سرت,السابع عشر من فبراير,سرت المركز,سرت,1عام,,
64,الغربية,11065,1,سرت,الخامسة,20,سرت,الزعفران,الزعفران,سرت,1عام,,
65,الغربية,11066,1,سرت,الخامسة,20,سرت,وادي تلال,الزعفران,سرت,1عام,,
66,الغربية,11067,1,سرت,الخامسة,20,سرت,النهضة الزراعية,الزعفران,سرت,1عام,,
67,الغربية,11068,1,سرت,الخامسة,20,سرت,المجد,الرباط الامامي,سرت,1عام,,
68,الغربية,11069,1,سرت,الخامسة,20,سرت,سناء يوسف,الجيزه العسكرية,سرت,1عام,,
69,الغربية,11070,1,سرت,الخامسة,20,سرت,الجيل الجديد,الرباط,سرت,1عام,,
70,الغربية,11071,1,سرت,الخامسة,20,سرت,صقور 17 فبراير,الرباط الامامي,سرت,1عام,,
71,الغربية,11072,1,سرت,الخامسة,20,سرت,الثورة العربية,الرباط,سرت,1عام,,
72,الغربية,11073,1,سرت,الخامسة,20,سرت,الغربيات,الغريبات,سرت,1عام,,
73,الغربية,11074,1,سرت,الخامسة,20,سرت,الأنطلاقة,الغريبات,سرت,1عام,,
74,الغربية,11075,1,سرت,الخامسة,20,سرت,الفجر الجديد,الغريبات,سرت,1عام,,
75,الغربية,11076,1,سرت,الخامسة,20,سرت,عثمان بن عفان,الحنيوه,سرت,1عام,,
76,الغربية,11077,1,سرت,الخامسة,20,سرت,قضوار السهولي,جارف,سرت,1عام,,
77,الغربية,11078,1,سرت,الخامسة,20,سرت,نور اليقين,جارف,سرت,1عام,,
78,الغربية,11079,1,سرت,الخامسة,20,سرت,محمد الفاتح,الثلاثين,سرت,1عام,,
79,الغربية,11080,1,سرت,الخامسة,20,سرت,شهداء تاقرفت,الحي رقم 2,سرت,1عام,,
80,الغربية,11081,1,سرت,الخامسة,20,سرت,طلائع النصر,الحي رقم 2,سرت,1عام,,
81,الغربية,11082,1,سرت,الخامسة,20,سرت,ليبيا الحرة,الحي رقم 3,سرت,1عام,,
82,الغربية,11083,1,سرت,الخامسة,20,سرت,اليرموك,الحي رقم 3,سرت,1عام,,
83,الغربية,11084,1,سرت,الخامسة,20,سرت,جمال عبدالناصر,ابوهادي,سرت,1عام,,
84,الغربية,11085,1,سرت,الخامسة,20,سرت,ذات الصواري,ابوهادي,سرت,1عام,,
86,الغربية,11087,1,سرت,الخامسة,20,سرت,العامرة,العامرة,العامرة,1عام,,
88,الغربية,11089,1,سرت,الخامسة,20,سرت,حسن ابن الهيثم,المعزول,الوشكة,1عام,,
89,الغربية,11090,1,سرت,الخامسة,20,سرت,الظهير,الظهير,سرت,1عام,,
90,الغربية,11091,1,سرت,الخامسة,20,سرت,الشموخ,شرق سرت,سرت,1عام,,
96,الغربية,11097,1,سرت,الخامسة,20,سرت,الفتح,السكانية الثالثة,سرت,1عام,,
38,الغربية,11039,1,سرت,الخامسة,21,الجفرة,مدرسة سوكنة الابتدائية للبنين,سوكنة,سوكنة,1عام,,
39,الغربية,11040,1,سرت,الخامسة,21,الجفرة,مدرسة سوكنة الاعدادية للبنات,سوكنة,سوكنة,1عام,,
40,الغربية,11041,1,سرت,الخامسة,21,الجفرة,مدرسة ابوبكر الصديق الثانوية,الفقهاء,الفقهاء,1عام,,
41,الغربية,11042,1,سرت,الخامسة,21,الجفرة,مدرسة ابي الحسن الوداني,الشمالية,ودان,1عام,,
42,الغربية,11043,1,سرت,الخامسة,21,الجفرة,مدرسة ودان الثانوية,الجنوبية,ودان,1عام,,
43,الغربية,11044,1,سرت,الخامسة,21,الجفرة,مدرسة احمد قنابة,الصوان,ودان,1عام,,
44,الغربية,11045,1,سرت,الخامسة,21,الجفرة,مدرسة عبدالله الهوني الثانوية,هون الشمالية,هون,1عام,,
45,الغربية,11046,1,سرت,الخامسة,21,الجفرة,القدس,هون الشمالية,هون,1عام,,
46,الغربية,11047,1,سرت,الخامسة,21,الجفرة,هون الاعدادية للبنات,هون الجنوبية,هون,1عام,,
47,الغربية,11048,1,سرت,الخامسة,21,الجفرة,هون الاعدادية للبنين,هون الجنوبية,هون,1عام,,
48,الغربية,11049,1,سرت,الخامسة,21,الجفرة,مدرسة زلة الثانوية,زلة المركز,زلة,1عام,,
49,الغربية,11050,1,سرت,الخامسة,21,الجفرة,مدرسة زلة للتعليم الاساسي,زلة المركز,زلة,1عام,,
91,الغربية,11092,1,سرت,الخامسة,21,الجفرة,الفرجان,الفرجان,سوكنة,1عام,,
92,الغربية,11093,1,سرت,الخامسة,21,الجفرة,شهداء تاقرفت,تاقرفت,الجفرة,1عام,,
93,الغربية,11094,1,سرت,الخامسة,21,الجفرة,القصير الاعدادية,القصير,هون,1عام,,
94,الغربية,11095,1,سرت,الخامسة,21,الجفرة,عقبة بن نافع,ودان,ودان,1عام,,
1030,الجنوبية,21001,9,سبها,السادسة,22,سبها,غدوة الثانوية,غدوة,سبها,1عام,,
1031,الجنوبية,21002,9,سبها,السادسة,22,سبها,تمنهنت الثانوية,تمنهنت,سبها,1عام,,
1032,الجنوبية,21003,9,سبها,السادسة,22,سبها,ابن سيناء الثانوية,سمنو,سبها,1عام,,
1033,الجنوبية,21004,9,سبها,السادسة,22,سبها,البوانيس الثانوية,الزيغن,سبها,1عام,,
1034,الجنوبية,21005,9,سبها,السادسة,22,سبها,القدس,القرضة,سبها,1عام,,
1035,الجنوبية,21006,9,سبها,السادسة,22,سبها,عمر بن الخطاب,القرضة,سبها,1عام,,
1036,الجنوبية,21007,9,سبها,السادسة,22,سبها,الخلود,الثانوية,سبها,1عام,,
1037,الجنوبية,21008,9,سبها,السادسة,22,سبها,جابر بن حيان,الثانوية,سبها,1عام,,
1038,الجنوبية,21009,9,سبها,السادسة,22,سبها,مركز الشرارة للمهن الميكانيكية,القاهرة,سبها,1عام,,
1039,الجنوبية,21010,9,سبها,السادسة,22,سبها,ابوبكر الصديق,المنشية,سبها,1عام,,
1040,الجنوبية,21011,9,سبها,السادسة,22,سبها,علي بن ابي طالب,المنشية,سبها,1عام,,
1041,الجنوبية,21012,9,سبها,السادسة,22,سبها,فاطمة الزهراء,المنشية,سبها,1عام,,
1042,الجنوبية,21013,9,سبها,السادسة,22,سبها,موسى بن نصير,المنشية,سبها,1عام,,
1043,الجنوبية,21014,9,سبها,السادسة,22,سبها,طارق بن زياد,وسط المدينة,سبها,1عام,,
1044,الجنوبية,21015,9,سبها,السادسة,22,سبها,ذات النطاقين,وسط المدينة,سبها,1عام,,
1045,الجنوبية,21016,9,سبها,السادسة,22,سبها,ليبيا الحرة الثانوية,الجديد,سبها,1عام,,
1046,الجنوبية,21017,9,سبها,السادسة,22,سبها,خديجة الكبري,الجديد,سبها,1عام,,
1047,الجنوبية,21018,9,سبها,السادسة,22,سبها,المنار,الجديد,سبها,1عام,,
1048,الجنوبية,21019,9,سبها,السادسة,22,سبها,الجديد الثانوية,الجديد,سبها,1عام,,
1049,الجنوبية,21020,9,سبها,السادسة,22,سبها,الحرية,الجديد,سبها,1عام,,
1050,الجنوبية,21021,9,سبها,السادسة,22,سبها,الجمهورية,الجديد,سبها,1عام,,
1051,الجنوبية,21022,9,سبها,السادسة,22,سبها,خولة بنت الازور,سكرة,سبها,1عام,,
1052,الجنوبية,21023,9,سبها,السادسة,22,سبها,عبدالسلام سحبان,سكرة,سبها,1عام,,
1053,الجنوبية,21024,9,سبها,السادسة,22,سبها,17فبراير,وسط المدينة,سبها,1عام,,
1054,الجنوبية,21025,9,سبها,السادسة,22,سبها,القاهرة,القاهرة,سبها,1عام,,
1055,الجنوبية,21026,9,سبها,السادسة,22,سبها,النصر,المهدية,سبها,1عام,,
1056,الجنوبية,21027,9,سبها,السادسة,22,سبها,سبها الثانوية,المهدية,سبها,1عام,,
1057,الجنوبية,21028,9,سبها,السادسة,22,سبها,المهدية للتعليم الاساسي,المهدية,سبها,1عام,,
1058,الجنوبية,21029,9,سبها,السادسة,22,سبها,شهداء جنين,حجارة,سبها,1عام,,
1059,الجنوبية,21030,9,سبها,السادسة,22,سبها,جمال عبدالناصر,حجارة,سبها,1عام,,
1060,الجنوبية,21031,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة جمال عبد الناصر,قيرة,الشاطئ,1عام,,
1061,الجنوبية,21032,9,سبها,السادسة,23,وادئ الشاطئ,ثانوية القدس,قيرة,الشاطئ,1عام,,
1062,الجنوبية,21033,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة شهداء الشب,اشكدة,الشاطئ,1عام,,
1063,الجنوبية,21034,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة عقبة بن نافع,زلواز,الشاطئ,1عام,,
1064,الجنوبية,21035,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة 24 ديسمبر,الزوية,الشاطئ,1عام,,
1065,الجنوبية,21036,9,سبها,السادسة,23,وادئ الشاطئ,ثانوية ذات النطاقين,القصر / براك,الشاطئ,1عام,,
1066,الجنوبية,21037,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة المستقبل,المصلى / براك,الشاطئ,1عام,,
1067,الجنوبية,21038,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة المرحوم علي البصير,الزاوية / براك,الشاطئ,1عام,,
1068,الجنوبية,21039,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة صلاح الدين الايوبي,العافية / براك,الشاطئ,1عام,,
1069,الجنوبية,21040,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة الانطلاقة,اقار,الشاطئ,1عام,,
1070,الجنوبية,21041,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة تامزاوة,تامزاوة,الشاطئ,1عام,,
1071,الجنوبية,21042,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة المجد,تامزاوة,الشاطئ,1عام,,
1072,الجنوبية,21043,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة الخوارزمي,القرضة,الشاطئ,1عام,,
1073,الجنوبية,21044,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة الديسة,الديسة,الشاطئ,1عام,,
1074,الجنوبية,21045,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة جبل الحساونة,تاروت,الشاطئ,1عام,,
1075,الجنوبية,21046,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة شهداء القارة,محروقة,الشاطئ,1عام,,
1076,الجنوبية,21047,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة شهداء ليبيا,العيون,الشاطئ,1عام,,
1077,الجنوبية,21048,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة ناصر,القرضة,الشاطئ,1عام,,
1078,الجنوبية,21049,9,سبها,السادسة,23,وادئ الشاطئ,شهداء بوغرة,حي المشاشية,الشاطئ,1عام,,
1079,الجنوبية,21050,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة الوحدة,حي القارة,الشاطئ,1عام,,
1080,الجنوبية,21051,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة غزوة بدر الكبري,برقن,الشاطئ,1عام,,
1081,الجنوبية,21052,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة ابو قدقود,ابوقدقود,الشاطئ,1عام,,
1082,الجنوبية,21053,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة 20 اكتوبر,الزهراء,الشاطئ,1عام,,
1083,الجنوبية,21054,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة خالد بن الوليد,قطة,الشاطئ,1عام,,
1084,الجنوبية,21055,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة الانتصار,عين المشاشية / قطة,الشاطئ,1عام,,
1085,الجنوبية,21056,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة القلة,القلة,الشاطئ,1عام,,
1086,الجنوبية,21057,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة عثمان بن عفان,ادري,الشاطئ,1عام,,
1087,الجنوبية,21058,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة التحرير,المنصورة,الشاطئ,1عام,,
1088,الجنوبية,21059,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة الشهيد عمر المختار,تمسان,الشاطئ,1عام,,
1089,الجنوبية,21060,9,سبها,السادسة,23,وادئ الشاطئ,شهداء فبراير,ونزريك,الشاطئ,1عام,,
1090,الجنوبية,21061,9,سبها,السادسة,23,وادئ الشاطئ,مدرسة الحطية,الحطية / ونزريك,الشاطئ,1عام,,
1093,الجنوبية,22001,10,اوباري,السابعة,24,اوباري,أوباري المركزية,اوباري,اوباري,1عام,,
1094,الجنوبية,22002,10,اوباري,السابعة,24,اوباري,الوحدة العربية,اوباري,اوباري,1عام,,
1095,الجنوبية,22003,10,اوباري,السابعة,24,اوباري,الجيل الصاعد,اوباري,المشروع,1عام,,
1096,الجنوبية,22004,10,اوباري,السابعة,24,اوباري,سكينة بنت الحسين,اوباري,اوباري,1عام,,
1097,الجنوبية,22005,10,اوباري,السابعة,24,اوباري,الديسة الابتدائية,الديسة,الديسة,1عام,,
1098,الجنوبية,22006,10,اوباري,السابعة,24,اوباري,الفاروق,الديسة,الديسة,1عام,,
1099,الجنوبية,22007,10,اوباري,السابعة,24,اوباري,أسامة بن زيد,الحطية,الحطية,1عام,,
1100,الجنوبية,22008,10,اوباري,السابعة,24,اوباري,المجد الثانوية,القعيرات,القعيرات,1عام,,
1101,الجنوبية,22009,10,اوباري,السابعة,24,اوباري,النهضة,الغريفة,الغريفة,1عام,,
1102,الجنوبية,22010,10,اوباري,السابعة,24,اوباري,عمر بن الخطاب,الغريفة,الغريفة,1عام,,
1103,الجنوبية,22011,10,اوباري,السابعة,24,اوباري,النجم الثاقب,جرمة,جرمة,1عام,,
1104,الجنوبية,22012,10,اوباري,السابعة,24,اوباري,مدرسة توش الابتدائية الاعدادية,توش,توش,1عام,,
1105,الجنوبية,22013,10,اوباري,السابعة,24,اوباري,الشهيد عمر المختار,ابريك,ابريك,1عام,,
1106,الجنوبية,22014,10,اوباري,السابعة,24,اوباري,الخرائق الابتداية والاعدادية,الخرائق,الخرائق,1عام,,
1107,الجنوبية,22015,10,اوباري,السابعة,24,اوباري,تويوة الابندائية والاعدادية,تويوة,تويوة,1عام,,
1108,الجنوبية,22016,10,اوباري,السابعة,24,اوباري,قراقرة الثانوية,قراقرة,قراقرة,1عام,,
1109,الجنوبية,22017,10,اوباري,السابعة,24,اوباري,مدرسة جمال عبدالناصر,تكركيبة,تكركيبة,1عام,,
1110,الجنوبية,22018,10,اوباري,السابعة,24,اوباري,عرب الصحراء,الفجيج,الفجيج,1عام,,
1111,الجنوبية,22019,10,اوباري,السابعة,24,اوباري,مدرسة لاركو الابتدائية,لاركو,لاركو,1عام,,
1112,الجنوبية,22020,10,اوباري,السابعة,24,اوباري,شهداء الهاني,القراية,القراية,1عام,,
1113,الجنوبية,22021,10,اوباري,السابعة,24,اوباري,النور,قبر عون,قبر عون,1عام,,
1114,الجنوبية,22022,10,اوباري,السابعة,24,اوباري,الرقيبة المركزية,الرقيبة,الرقيبة,1عام,,
1115,الجنوبية,22023,10,اوباري,السابعة,24,اوباري,خالد بن الوليد,الرقيبة,الرقيبة,1عام,,
1116,الجنوبية,22024,10,اوباري,السابعة,24,اوباري,التناحمة للتعليم الأساسي,التناحمة,التناحمة,1عام,,
1117,الجنوبية,22025,10,اوباري,السابعة,24,اوباري,بنت بية الثانوية,بنت بيه,بنت بيه,1عام,,
1118,الجنوبية,22026,10,اوباري,السابعة,24,اوباري,الهاني للتعليم الاساسي,اخليف,اخليف,1عام,,
1119,الجنوبية,22027,10,اوباري,السابعة,24,اوباري,مدرسة بن حارث الثانوية,بن حارث,بن حارث,1عام,,
1120,الجنوبية,22028,10,اوباري,السابعة,24,اوباري,الأبيض للتعليم الأساسي,الأبيض,الأبيض,1عام,,
1160,الجنوبية,22068,10,اوباري,السابعة,24,اوباري,الفخفاخة الابتدائية والاعدادية,الفخفاخة,الفخفاخة,1عام,,
1161,الجنوبية,22069,10,اوباري,السابعة,24,اوباري,الانتصار للتعليم الاساسى,الحمراء,الحمراء,1عام,,
1162,الجنوبية,22070,10,اوباري,السابعة,24,اوباري,الحرية للتعليم الاساسى,القلعة الزوية,القلعة الزوية,1عام,,
1152,الجنوبية,22060,10,اوباري,السابعة,25,غات,عمر المختار الثانوية,العوينات,العوينات,1عام,,
1153,الجنوبية,22061,10,اوباري,السابعة,25,غات,تهالا للتعليم الأساسي,تهالا,تهالا,1عام,,
1154,الجنوبية,22062,10,اوباري,السابعة,25,غات,عثمان بن عفان,غات,غات,1عام,,
1155,الجنوبية,22063,10,اوباري,السابعة,25,غات,أسماء بنت الصديق,غات,غات,1عام,,
1156,الجنوبية,22064,10,اوباري,السابعة,25,غات,أبطال 17فبراير,غات,غات,1عام,,
1157,الجنوبية,22065,10,اوباري,السابعة,25,غات,الفيوت,الفيوت,الفيوت,1عام,,
1158,الجنوبية,22066,10,اوباري,السابعة,25,غات,عائشة أم المؤمنين,البركت,البركت,1عام,,
1159,الجنوبية,22067,10,اوباري,السابعة,25,غات,أبي بكر الصديق,البركت,البركت,1عام,,
1164,الجنوبية,22072,10,اوباري,السابعة,25,غات,ايسين,غات,غات,1عام,,
1129,الجنوبية,22037,10,اوباري,السابعة,26,وادي عتبة,تساوة الشق الثاني,تساوة,تساوة,1عام,,
1130,الجنوبية,22038,10,اوباري,السابعة,26,وادي عتبة,اقار الشق الاول,اقار,اقار,1عام,,
1131,الجنوبية,22039,10,اوباري,السابعة,26,وادي عتبة,ثانوية السبيطات,السبيطات,السبيطات,1عام,,
1132,الجنوبية,22040,10,اوباري,السابعة,26,وادي عتبة,مرحبا للتعليم الأساسي,مرحبا,مرحبا,1عام,,
1133,الجنوبية,22041,10,اوباري,السابعة,26,وادي عتبة,انجارن للتعليم الاساسي,مكنوسة,مكنوسة,1عام,,
1121,الجنوبية,22029,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,ثانوية البنات,مرزق,مرزق,1عام,,
1122,الجنوبية,22030,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,مرزق للبنين الإعدادية,مرزق,مرزق,1عام,,
1123,الجنوبية,22031,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,مصعب بن عمير,مرزق,مرزق,1عام,,
1124,الجنوبية,22032,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,عمر بن الخطاب,مرزق,مرزق,1عام,,
1125,الجنوبية,22033,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,بند لواح,مرزق,مرزق,1عام,,
1126,الجنوبية,22034,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,حج حجيل للتعليم الاساسي,حج حجيل,حج حجيل,1عام,,
1127,الجنوبية,22035,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,جيزاو الشق الأول,جيزاو,جيزاو,1عام,,
1128,الجنوبية,22036,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,مدرسة أدليم الثانوية,ادليم,ادليم,1عام,,
1165,الجنوبية,22073,10,اوباري,السابعة,27,مرزق - جيزاو - مرزق المدينة,القدس للتعليم الاساسي,مرزق,مرزق,1عام,,
1134,الجنوبية,22042,10,اوباري,السابعة,28,تراغن - فنقل - مغوه,فنقل للتعليم الاساسي,فنقل,فنقل,1عام,,
1135,الجنوبية,22043,10,اوباري,السابعة,28,تراغن - فنقل - مغوه,الجبار للتعليم الاساسي,الجبار,الجبار,1عام,,
1136,الجنوبية,22044,10,اوباري,السابعة,28,تراغن - فنقل - مغوه,ثانوية تراغن,تراغن,تراغن,1عام,,
1137,الجنوبية,22045,10,اوباري,السابعة,28,تراغن - فنقل - مغوه,كلية التربية,تراغن,تراغن,1عام,,
1138,الجنوبية,22046,10,اوباري,السابعة,28,تراغن - فنقل - مغوه,النهضة للتعليم الاساسي,الزيتونة,الزيتونة,1عام,,
1139,الجنوبية,22047,10,اوباري,السابعة,29,أم الأرانب - تويوي - حميرة - لبدير- مسقوين,التضامن للتعليم الاساسي,أم الأرانب,أم الأرانب,1عام,,
1140,الجنوبية,22048,10,اوباري,السابعة,29,أم الأرانب - تويوي - حميرة - لبدير- مسقوين,ام الارانب الثانوية,أم الأرانب,أم الأرانب,1عام,,
1141,الجنوبية,22049,10,اوباري,السابعة,29,أم الأرانب - تويوي - حميرة - لبدير- مسقوين,17فبرار للتعليم الاساسي,الحميرة,الحميرة,1عام,,
1142,الجنوبية,22050,10,اوباري,السابعة,30,زويلة - تمسه - مجدول - أم زوير ـ تربو,عقبة بن نافع,زويلة,زويلة,1عام,,
1143,الجنوبية,22051,10,اوباري,السابعة,30,زويلة - تمسه - مجدول - أم زوير ـ تربو,تمسة للتعليم الاساسي,تمسة,تمسة,1عام,,
1144,الجنوبية,22052,10,اوباري,السابعة,30,زويلة - تمسه - مجدول - أم زوير ـ تربو,مجدول للتعليم الاساسي,مجدول,مجدول,1عام,,
1145,الجنوبية,22053,10,اوباري,السابعة,30,زويلة - تمسه - مجدول - أم زوير ـ تربو,تربو للتعليم الاساسي,تربو,تربو,1عام,,
1146,الجنوبية,22054,10,اوباري,السابعة,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,مدرسة قصر مسعود,قصر مسعود,قصر مسعود,1عام,,
1147,الجنوبية,22055,10,اوباري,السابعة,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,القطرون للتعليم الاساسي,القطرون,القطرون,1عام,,
1148,الجنوبية,22056,10,اوباري,السابعة,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,ثانوية القطرون,القطرون,القطرون,1عام,,
1149,الجنوبية,22057,10,اوباري,السابعة,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,البخي للتعليم الأساسي,البخي,البخي,1عام,,
1150,الجنوبية,22058,10,اوباري,السابعة,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,مدروسة للتعليم الاساسي,مدروسة,مدروسة,1عام,,
1151,الجنوبية,22059,10,اوباري,السابعة,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,ثانوية تجرهي,تجرهي,تجرهي,1عام,,
1163,الجنوبية,22071,10,اوباري,السابعة,31,القطرون - تجرهي - قصر مسعود - البخي - مدروسة - نقر كتمة,نقر كنمة للتعليم الأساسى,نقر كنمة,نقر كنمة,1عام,,
891,الغربية,17001,7,الجبل 1,الثامنة,32,غريان,القدس الثانوية,تغسات,غريان,1عام,,
892,الغربية,17002,7,الجبل 1,الثامنة,32,غريان,غريان الجنوبية,تغسات,غريان,1عام,,
893,الغربية,17003,7,الجبل 1,الثامنة,32,غريان,أسود الجبل,تغسات,غريان,1عام,,
894,الغربية,17004,7,الجبل 1,الثامنة,32,غريان,الطاهر الزروق,تغسات,غريان,1عام,,
